score,date,psu_day
633,20,33
719,21,33
719,29,33
672,15,33
653,4,33
743,19,33
719,27,33
653,6,33
662,12,33
668,25,33
751,28,33
713,11,33
672,0,33
662,9,33
656,13,33
702,16,33
677,1,33
